ID Sale,ID Product,Seller Code,ID Client,Quantity Sold,Sale Date
FT477,PR31,LEEELL86I24LT27,CL75,361.0,2023-08-10
FT478,PR31,LEEMAD64G19PL97,CL12,235.0,2021-10-08
FT479,PR24,HILELE90J24FIN75,CL12,126.0,2020-02-14
FT480,PR86,WALCHL91D10POL91,CL37,121.0,2021-04-03
FT481,PR84,HILELE90J24FIN75,CL12,272.0,2020-11-16
FT482,PR84,CLALOG86C24BEL97,CL75,295.0,2020-12-31
FT483,PR98,LOPMOO81L31ES74,CL46,427.0,2023-07-09
FT484,PR25,TAYETH69D27NO15,CL39,156.0,2021-01-09
FT485,PR39,LEWZOE97C30SWE10,CL12,295.0,2022-12-31
FT486,PR66,HALHAN93F14MLT30,CL12,207.0,2022-03-12
FT487,PR77,THOCHA67B24FI71,CL63,192.0,2023-09-21
FT488,PR40,LOPMOO81L31ES74,CL72,135.0,2023-10-27
FT489,PR31,WHIJOH51G04RU21,CL63,200.0,2023-01-06
FT490,PR69,JONSTE61F23IS80,CL37,268.0,2023-03-12
FT491,PR25,NELHIL59I02MT75,CL37,418.0,2023-12-20
FT492,PR66,WALCHL91D10POL91,CL38,355.0,2022-06-15
FT493,PR21,MITWIL57H21HUN16,CL75,205.0,2023-06-29
FT494,PR24,THOZOE75J02SVN29,CL39,23.0,2022-10-28
FT495,PR31,THOZOE75J02SVN29,CL72,216.0,2022-06-26
FT496,PR66,WHIJOH51G04RU21,CL72,331.0,2022-11-05
FT497,PR28,THOZOE75J02SVN29,CL37,37.0,2022-05-23
FT498,PR66,SCOEVA65J08SM99,CL12,155.0,2021-10-21
FT499,PR86,CLAWIL82B03SVK15,CL72,333.0,2021-03-10
FT500,PR25,HALSEB73B20FR62,CL46,377.0,2023-01-23
FT501,PR93,LEWZOE97C30SWE10,CL46,329.0,2022-05-27
FT502,PR97,CLAWIL82B03SVK15,CL75,15.0,2021-01-17
FT503,PR84,HALJAC80D16NL12,CL72,412.0,2020-02-21
FT504,PR38,LEWZOE97C30SWE10,CL75,374.0,2022-11-29
FT505,PR15,HARVIC51D02CZE31,CL38,56.0,2021-06-17
FT506,PR24,THOISA63D12MC27,CL75,419.0,2021-08-28
FT507,PR6,ROBTAY93A05DEU37,CL38,167.0,2023-03-28
FT508,PR38,WHILYL63I02MK80,CL12,20.0,2023-04-28
FT509,PR15,THOSCA57G23CZE71,CL63,381.0,2021-12-23
FT510,PR94,WILROB81I05AL81,CL38,237.0,2022-09-07
FT511,PR97,HALHAN93F14MLT30,CL38,50.0,2021-04-20
FT512,PR40,HARVIC51D02CZE31,CL12,338.0,2022-10-01
FT513,PR84,WALROB66I11LIE39,CL12,62.0,2021-07-24
FT514,PR77,HALHAN93F14MLT30,CL63,272.0,2020-07-15
FT515,PR28,CLAWIL82B03SVK15,CL39,361.0,2023-10-30
FT517,PR15,WHIJAC58E29AUT24,CL39,444.0,2023-03-06
FT518,PR84,NELHIL59I02MT75,CL63,14.0,2022-11-30
FT519,PR94,HERDAN97B06ITA98,CL72,307.0,2023-07-29
FT520,PR22,CLALOG86C24BEL97,CL38,215.0,2022-01-26
FT521,PR73,BAKGRA63I16EST73,CL46,364.0,2020-08-02
FT522,PR25,THOSCA57G23CZE71,CL12,283.0,2023-06-08
FT523,PR69,NELHIL59I02MT75,CL72,180.0,2020-12-26
FT525,PR94,LOPMOO81L31ES74,CL39,89.0,2023-05-12
FT526,PR69,HILMOO54I14GB94,CL10,278.0,2023-09-04
FT527,PR86,NELHIL59I02MT75,CL72,419.0,2021-08-04
FT528,PR31,JONSTE61F23IS80,CL12,250.0,2020-02-28
FT529,PR73,LEWAID90H08LI75,CL37,139.0,2020-10-15
FT530,PR25,HALSEB73B20FR62,CL10,301.0,2020-03-21
FT531,PR84,MITLYL84H21DE10,CL12,73.0,2023-06-30
FT532,PR98,HERVIO77I26HU31,CL37,483.0,2021-03-10
FT533,PR15,HALSEB73B20FR62,CL10,283.0,2021-10-10
FT534,PR56,BAKGRA63I16EST73,CL10,491.0,2023-10-28
FT535,PR77,LEESTE80F21NLD96,CL12,401.0,2021-02-13
FT536,PR84,THOISA63D12MC27,CL46,215.0,2023-12-23
FT537,PR39,LEESTE80F21NLD96,CL12,14.0,2022-11-05
FT538,PR39,LEEMAD64G19PL97,CL39,233.0,2023-08-18
FT539,PR94,HERRIL86D26GE16,CL72,353.0,2020-05-30
FT540,PR97,LOPMOO81L31ES74,CL46,196.0,2020-08-03
FT541,PR97,NELHIL59I02MT75,CL72,70.0,2023-10-29
FT542,PR66,WHIJOH51G04RU21,CL39,121.0,2023-12-01
FT543,PR94,HERRIL86D26GE16,CL46,170.0,2023-07-05
FT544,PR97,MITWIL57H21HUN16,CL38,124.0,2020-11-16
FT545,PR38,JONSTE61F23IS80,CL75,362.0,2021-06-06
FT546,PR97,GAREVE51C30UKR52,CL38,261.0,2020-06-27
FT547,PR15,ROBCHI57D08NO42,CL10,411.0,2021-01-16
FT548,PR39,HARVIC51D02CZE31,CL38,129.0,2020-07-30
FT550,PR93,JONSTE61F23IS80,CL12,395.0,2020-02-28
FT551,PR94,CLALOG86C24BEL97,CL75,240.0,2021-12-26
FT552,PR97,MITWIL57H21HUN16,CL38,499.0,2021-08-09
FT554,PR6,SMIELL95K17MT92,CL12,107.0,2021-05-23
FT555,PR6,HALSEB73B20FR62,CL63,274.0,2021-09-13
FT556,PR84,LEEMAD64G19PL97,CL63,21.0,2022-07-14
FT557,PR56,THOCHA67B24FI71,CL72,195.0,2022-07-15
FT558,PR39,MITWIL57H21HUN16,CL38,371.0,2021-10-09
FT559,PR21,THOISA63D12MC27,CL12,411.0,2020-03-12
FT560,PR21,WHIJOH51G04RU21,CL38,221.0,2021-01-04
FT561,PR28,LEWAID90H08LI75,CL39,238.0,2023-04-28
FT562,PR15,THOSCA57G23CZE71,CL38,116.0,2020-10-08
FT564,PR56,THOCHA67B24FI71,CL39,71.0,2022-07-03
FT565,PR94,HALJAC80D16NL12,CL38,62.0,2023-01-04
FT566,PR40,STEMIA50I16SMR57,CL39,295.0,2023-03-13
FT567,PR39,WALCHL91D10POL91,CL12,157.0,2022-05-22
FT568,PR66,LOPMOO81L31ES74,CL10,189.0,2021-03-11
FT569,PR93,HARVIC51D02CZE31,CL63,139.0,2020-12-18
FT570,PR22,WHILYL94F06FIN25,CL38,149.0,2020-10-02
FT571,PR6,MITLYL84H21DE10,CL63,139.0,2022-09-24
FT572,PR56,MITWIL57H21HUN16,CL46,257.0,2023-06-26
FT573,PR97,HERVIO77I26HU31,CL12,331.0,2022-12-04
FT574,PR6,HERVIO77I26HU31,CL12,456.0,2020-01-29
FT575,PR66,LEESTE80F21NLD96,CL12,179.0,2023-11-28
FT576,PR86,CLAWIL82B03SVK15,CL37,276.0,2021-12-18
FT577,PR6,SMIELL95K17MT92,CL10,319.0,2021-11-15
FT578,PR86,SMIELL95K17MT92,CL38,471.0,2021-10-14
FT579,PR28,LEWZOE97C30SWE10,CL38,467.0,2023-04-02
FT580,PR22,ALLVIO56J30AD66,CL12,380.0,2023-04-28
FT581,PR15,CLALOG86C24BEL97,CL63,430.0,2022-03-27
FT582,PR21,LEESTE80F21NLD96,CL12,123.0,2023-11-04
FT583,PR39,MITWIL57H21HUN16,CL72,163.0,2023-03-07
FT584,PR66,LEESTE80F21NLD96,CL72,391.0,2020-07-03
FT585,PR93,STEMIA50I16SMR57,CL38,315.0,2022-09-21
FT586,PR86,HILELE90J24FIN75,CL37,329.0,2022-09-29
FT587,PR21,MITLYL84H21DE10,CL39,282.0,2021-08-12
FT588,PR94,WHILYL94F06FIN25,CL12,262.0,2021-02-28
FT589,PR56,ROBCHI57D08NO42,CL75,208.0,2020-07-27
FT590,PR25,LEWAID90H08LI75,CL38,37.0,2021-05-30
FT591,PR69,MITLYL84H21DE10,CL63,252.0,2022-12-31
FT592,PR15,HILMOO54I14GB94,CL75,194.0,2021-05-26
FT593,PR97,LEEELL86I24LT27,CL12,443.0,2020-03-12
FT594,PR28,LEEELL86I24LT27,CL10,490.0,2022-03-28
FT595,PR38,THOCHA67B24FI71,CL39,213.0,2023-06-04
FT596,PR98,MITWIL57H21HUN16,CL46,324.0,2022-11-23
FT597,PR39,JONSTE61F23IS80,CL37,307.0,2022-05-16
FT598,PR77,HILELE90J24FIN75,CL10,409.0,2020-01-01
FT599,PR24,HERRIL86D26GE16,CL39,61.0,2020-04-01
FT600,PR73,HARVIC51D02CZE31,CL75,38.0,2021-12-07
FT601,PR73,ROBTAY93A05DEU37,CL38,229.0,2022-01-15
FT602,PR6,MARISA89B25LV59,CL63,175.0,2022-03-25
FT603,PR93,NELLUC78K06PRT19,CL63,348.0,2022-06-10
FT604,PR97,LEWZOE97C30SWE10,CL46,324.0,2020-04-03
FT605,PR93,ALLVIO56J30AD66,CL37,239.0,2020-06-20
FT606,PR39,THOCHA67B24FI71,CL72,432.0,2022-09-29
FT607,PR77,HERRIL86D26GE16,CL39,381.0,2023-12-16
FT608,PR86,HILELE90J24FIN75,CL72,457.0,2021-02-16
FT609,PR97,HERVIO77I26HU31,CL10,41.0,2022-03-07
FT610,PR39,LEESTE80F21NLD96,CL75,457.0,2023-09-07
FT611,PR28,GARGIA85B19LI80,CL75,265.0,2021-07-12
FT612,PR40,HERDAN64C21CZE74,CL37,345.0,2022-10-29
FT613,PR24,LEESTE80F21NLD96,CL38,27.0,2022-07-23
FT614,PR84,HILELE90J24FIN75,CL39,43.0,2022-06-13
FT615,PR86,ALLVIO56J30AD66,CL39,136.0,2022-07-21
FT616,PR22,THOSCA57G23CZE71,CL38,11.0,2022-12-21
FT617,PR24,HERRIL86D26GE16,CL10,89.0,2021-04-15
FT618,PR94,MITWIL57H21HUN16,CL37,469.0,2020-04-29
FT619,PR97,THOCHA67B24FI71,CL63,125.0,2020-06-18
FT620,PR15,GAREVE51C30UKR52,CL39,348.0,2021-12-19
FT621,PR6,WALCHL91D10POL91,CL10,417.0,2023-10-18
FT622,PR24,LEEELL86I24LT27,CL39,192.0,2021-02-20
FT623,PR15,HALSEB73B20FR62,CL38,439.0,2022-10-19
FT624,PR22,LEEELL86I24LT27,CL75,341.0,2020-11-28
FT625,PR31,HILELE90J24FIN75,CL63,139.0,2021-08-27
FT627,PR93,ROBISA93C05NO27,CL39,125.0,2020-12-18
FT628,PR28,GARGIA85B19LI80,CL63,33.0,2021-10-28
FT629,PR21,HILELE90J24FIN75,CL39,426.0,2020-02-19
FT630,PR38,ALLVIO56J30AD66,CL12,73.0,2020-12-11
FT631,PR39,THOISA63D12MC27,CL38,121.0,2021-12-06
FT632,PR24,NELHIL59I02MT75,CL37,36.0,2023-04-11
FT633,PR66,HERRIL86D26GE16,CL39,105.0,2020-02-27
FT634,PR38,HALJAC80D16NL12,CL75,10.0,2022-04-22
FT635,PR97,NELLUC78K06PRT19,CL37,436.0,2023-10-27
FT636,PR84,MITWIL57H21HUN16,CL75,254.0,2021-03-24
FT637,PR25,HALSEB73B20FR62,CL10,254.0,2020-02-21
FT638,PR24,LEESTE80F21NLD96,CL72,432.0,2021-06-22
FT639,PR97,CLAWIL82B03SVK15,CL46,309.0,2022-10-15
FT640,PR28,STEMIA50I16SMR57,CL72,428.0,2020-04-12
FT641,PR15,HERVIO77I26HU31,CL39,383.0,2022-07-23
FT642,PR15,STEMIA50I16SMR57,CL46,208.0,2022-06-24
FT643,PR56,NELHIL59I02MT75,CL63,420.0,2021-08-22
FT644,PR6,WILROB81I05AL81,CL72,154.0,2023-03-29
FT645,PR38,LEWZOE97C30SWE10,CL39,128.0,2020-01-28
FT646,PR66,HALJAC80D16NL12,CL10,374.0,2020-02-10
FT647,PR24,NELLUC78K06PRT19,CL37,443.0,2023-08-16
FT648,PR98,SCOEVA65J08SM99,CL46,234.0,2021-11-02
FT649,PR28,TAYETH69D27NO15,CL37,181.0,2021-12-07
FT650,PR73,LEESTE80F21NLD96,CL75,250.0,2023-07-02
FT651,PR93,GARGIA85B19LI80,CL37,499.0,2020-12-23
FT652,PR84,HALSEB73B20FR62,CL46,51.0,2021-12-19
FT653,PR73,HALSEB73B20FR62,CL46,10.0,2021-02-16
FT654,PR40,LOPMOO81L31ES74,CL37,468.0,2023-12-29
FT655,PR6,HALJAC80D16NL12,CL38,88.0,2021-05-14
FT656,PR93,THOCHA67B24FI71,CL46,110.0,2020-11-04
FT657,PR93,WHIJAC58E29AUT24,CL12,348.0,2022-11-05
FT658,PR97,CLALOG86C24BEL97,CL75,388.0,2021-06-02
FT659,PR84,SMIELL95K17MT92,CL37,482.0,2023-02-07
FT660,PR93,GARGIA85B19LI80,CL39,310.0,2022-05-19
FT661,PR21,THOISA63D12MC27,CL75,339.0,2023-07-05
FT662,PR56,ROBTAY93A05DEU37,CL72,129.0,2020-02-07
FT663,PR21,ROBTAY93A05DEU37,CL75,288.0,2021-12-19
FT664,PR66,HERDAN97B06ITA98,CL46,465.0,2022-12-10
FT665,PR93,THOZOE75J02SVN29,CL39,354.0,2023-12-03
FT666,PR15,LEWZOE97C30SWE10,CL63,103.0,2020-05-01
FT667,PR69,MITWIL57H21HUN16,CL38,352.0,2021-09-25
FT668,PR40,SCOEVA65J08SM99,CL38,309.0,2023-06-23
FT669,PR24,GARGIA85B19LI80,CL12,45.0,2021-06-09
FT670,PR22,HERRIL86D26GE16,CL39,452.0,2022-08-21
FT671,PR28,HERVIO77I26HU31,CL39,98.0,2021-05-26
FT672,PR25,THOZOE75J02SVN29,CL38,263.0,2020-09-02
FT673,PR31,ROBCHI57D08NO42,CL75,108.0,2020-03-25
FT674,PR21,LEESTE80F21NLD96,CL37,66.0,2020-07-13
FT675,PR15,GAREVE51C30UKR52,CL10,360.0,2023-02-05
FT676,PR28,HERDAN64C21CZE74,CL10,289.0,2020-04-21
FT677,PR15,THOSCA57G23CZE71,CL39,314.0,2020-03-31
FT678,PR6,THOCHA67B24FI71,CL72,405.0,2021-07-17
FT679,PR39,MITLYL84H21DE10,CL12,459.0,2021-07-10
FT680,PR69,HERDAN97B06ITA98,CL72,479.0,2023-03-21
FT681,PR39,LOPMOO81L31ES74,CL63,197.0,2020-12-21
FT682,PR21,STEMIA50I16SMR57,CL63,302.0,2021-07-12
FT683,PR69,WILROB81I05AL81,CL12,226.0,2021-05-26
FT684,PR6,MITLYL84H21DE10,CL12,32.0,2023-11-01
FT685,PR77,THOZOE75J02SVN29,CL10,407.0,2020-08-23
FT686,PR28,CLALOG86C24BEL97,CL37,142.0,2022-06-03
FT687,PR15,HALSEB73B20FR62,CL37,360.0,2022-08-21
FT688,PR69,HARVIC51D02CZE31,CL39,409.0,2022-10-21
FT689,PR40,GARGIA85B19LI80,CL38,283.0,2021-05-29
FT690,PR15,HERRIL86D26GE16,CL10,68.0,2023-10-06
FT691,PR6,WHILYL94F06FIN25,CL46,426.0,2021-11-04
FT692,PR39,HARVIC51D02CZE31,CL10,269.0,2023-02-19
FT693,PR39,WALROB66I11LIE39,CL38,102.0,2022-12-04
FT694,PR98,WILROB81I05AL81,CL10,271.0,2023-03-30
FT695,PR86,TAYETH69D27NO15,CL10,349.0,2020-08-22
FT696,PR56,WALCHL91D10POL91,CL72,259.0,2023-06-15
FT697,PR86,MITWIL57H21HUN16,CL39,324.0,2021-05-06
FT698,PR31,SCOEVA65J08SM99,CL37,14.0,2022-02-11
FT699,PR94,TAYETH69D27NO15,CL75,319.0,2020-03-19
FT700,PR69,WHILYL94F06FIN25,CL39,56.0,2020-03-16
FT701,PR73,BAKGRA63I16EST73,CL37,378.0,2023-08-21
FT702,PR15,WHILYL63I02MK80,CL37,64.0,2023-07-24
FT703,PR86,WILROB81I05AL81,CL37,397.0,2021-02-15
FT704,PR39,WALAVA67D28MLT49,CL75,175.0,2021-06-29
FT705,PR21,CLAWIL82B03SVK15,CL12,378.0,2022-12-09
FT706,PR38,HERDAN97B06ITA98,CL46,485.0,2021-07-19
FT707,PR31,HARVIC51D02CZE31,CL39,187.0,2021-05-04
FT708,PR15,WILROB81I05AL81,CL72,194.0,2022-03-29
FT709,PR6,WHIJOH51G04RU21,CL10,406.0,2023-10-07
FT710,PR94,WALCHL91D10POL91,CL63,287.0,2021-10-13
FT711,PR66,WALROB66I11LIE39,CL75,348.0,2021-11-13
FT712,PR22,HILELE90J24FIN75,CL75,152.0,2020-02-10
FT713,PR24,LEWZOE97C30SWE10,CL39,444.0,2023-03-26
FT714,PR56,HERDAN64C21CZE74,CL38,360.0,2022-12-21
FT715,PR94,CLAWIL82B03SVK15,CL46,199.0,2023-09-07
FT716,PR69,CLALOG86C24BEL97,CL12,302.0,2021-10-19
FT717,PR38,WHIJOH51G04RU21,CL75,209.0,2020-05-13
FT718,PR84,THOSCA57G23CZE71,CL37,402.0,2021-09-16
FT719,PR25,MITLYL84H21DE10,CL46,331.0,2022-07-22
FT720,PR25,THOCHA67B24FI71,CL72,418.0,2022-07-29
FT721,PR22,MITWIL57H21HUN16,CL72,67.0,2023-06-17
FT722,PR66,CLALOG86C24BEL97,CL63,268.0,2020-08-08
FT723,PR66,MILEVA88J22PRT73,CL39,91.0,2020-12-11
FT724,PR66,HERRIL86D26GE16,CL10,316.0,2021-12-04
FT725,PR93,LOPMOO81L31ES74,CL63,486.0,2020-06-29
FT726,PR25,ALLVIO56J30AD66,CL63,236.0,2020-05-25
FT727,PR40,WHIJOH51G04RU21,CL10,150.0,2021-06-05
FT728,PR31,LEWAID90H08LI75,CL38,209.0,2021-01-01
FT729,PR28,WHILYL94F06FIN25,CL38,244.0,2023-05-24
FT730,PR21,BAKGRA63I16EST73,CL38,80.0,2022-05-23
FT732,PR94,THOISA63D12MC27,CL46,375.0,2021-05-27
FT733,PR22,MITWIL57H21HUN16,CL38,473.0,2021-04-16
FT734,PR40,HERDAN97B06ITA98,CL63,225.0,2022-05-11
FT735,PR38,SCOEVA65J08SM99,CL39,109.0,2021-07-18
FT736,PR69,CLAWIL82B03SVK15,CL72,300.0,2020-04-05
FT737,PR94,LEEMAD64G19PL97,CL39,297.0,2023-09-02
FT738,PR28,LEEELL86I24LT27,CL37,370.0,2021-02-06
FT739,PR93,THOSCA57G23CZE71,CL63,220.0,2022-12-25
FT740,PR66,LOPMOO81L31ES74,CL12,242.0,2022-04-15
FT741,PR24,SCOEVA65J08SM99,CL39,362.0,2023-05-05
FT742,PR73,CLALOG86C24BEL97,CL63,222.0,2022-06-22
FT743,PR97,WALROB66I11LIE39,CL37,454.0,2021-08-25
FT745,PR31,WHILYL63I02MK80,CL46,52.0,2023-01-20
FT746,PR94,HILMOO54I14GB94,CL63,105.0,2022-09-12
FT747,PR73,SMIELL95K17MT92,CL75,297.0,2020-03-02
FT748,PR56,WHILYL63I02MK80,CL63,381.0,2022-05-10
FT749,PR73,WHILYL94F06FIN25,CL39,402.0,2023-03-16
FT750,PR97,NELHIL59I02MT75,CL72,145.0,2021-06-25
FT751,PR31,LEWAID90H08LI75,CL37,104.0,2021-08-23
FT752,PR97,ROBTAY93A05DEU37,CL63,403.0,2021-07-01
FT753,PR84,MITWIL57H21HUN16,CL75,458.0,2022-11-22
FT754,PR40,THOCHA67B24FI71,CL39,358.0,2021-11-09
FT755,PR22,ROBCHI57D08NO42,CL38,435.0,2023-12-08
FT756,PR97,THOZOE75J02SVN29,CL38,67.0,2023-08-04
FT757,PR39,MARISA89B25LV59,CL63,254.0,2021-12-22
FT758,PR77,WALROB66I11LIE39,CL38,459.0,2022-01-22
FT759,PR31,HILMOO54I14GB94,CL72,168.0,2021-04-15
FT760,PR22,HARVIC51D02CZE31,CL63,426.0,2021-01-05
FT761,PR97,THOSCA79J29LV17,CL37,109.0,2020-04-03
FT762,PR98,HALSEB73B20FR62,CL12,261.0,2020-06-19
FT763,PR94,HARVIC51D02CZE31,CL72,172.0,2023-11-11
FT764,PR97,HALJAC80D16NL12,CL10,129.0,2020-12-19
FT765,PR77,HILELE90J24FIN75,CL72,29.0,2022-05-01
FT766,PR31,THOSCA57G23CZE71,CL10,285.0,2021-11-13
FT767,PR40,ROBISA93C05NO27,CL46,347.0,2023-07-13
FT768,PR24,WALCHL91D10POL91,CL39,287.0,2020-07-24
FT769,PR39,THOCHA67B24FI71,CL10,465.0,2022-04-18
FT770,PR22,HERDAN97B06ITA98,CL63,169.0,2023-01-26
FT771,PR24,LEEMAD64G19PL97,CL46,438.0,2022-11-28
FT773,PR84,SMIELL95K17MT92,CL63,140.0,2022-07-15
FT774,PR38,LEEMAD64G19PL97,CL38,287.0,2022-01-26
FT775,PR28,SCOEVA65J08SM99,CL12,453.0,2021-05-24
FT776,PR94,LEESTE80F21NLD96,CL38,469.0,2023-10-30
FT777,PR56,HALJAC80D16NL12,CL46,362.0,2023-06-05
FT778,PR66,LEEELL86I24LT27,CL39,226.0,2021-12-03
FT779,PR97,CLAWIL82B03SVK15,CL38,141.0,2023-11-28
FT780,PR77,LEESTE80F21NLD96,CL75,46.0,2022-01-14
FT781,PR73,HALSEB73B20FR62,CL10,245.0,2021-02-17
FT782,PR56,LEESTE80F21NLD96,CL37,374.0,2022-03-21
FT783,PR40,LEESTE80F21NLD96,CL12,246.0,2022-11-01
FT784,PR94,HALJAC80D16NL12,CL10,341.0,2023-11-19
FT785,PR39,LEEELL86I24LT27,CL46,477.0,2023-01-29
FT786,PR97,JONSTE61F23IS80,CL38,267.0,2021-04-18
FT787,PR6,ALLVIO56J30AD66,CL38,401.0,2022-10-23
FT788,PR93,NELHIL59I02MT75,CL12,420.0,2021-01-25
FT789,PR6,HALJAC80D16NL12,CL37,498.0,2020-08-11
FT790,PR69,WALROB66I11LIE39,CL46,438.0,2022-09-28
FT791,PR31,WHIJOH51G04RU21,CL72,488.0,2020-01-18
FT792,PR73,WHILYL63I02MK80,CL10,31.0,2021-01-20
FT794,PR98,LEESTE80F21NLD96,CL75,206.0,2020-10-14
FT795,PR40,ROBISA93C05NO27,CL12,60.0,2020-09-26
FT796,PR77,JONSTE61F23IS80,CL63,422.0,2022-03-16
FT797,PR94,HALHAN93F14MLT30,CL12,184.0,2021-11-29
FT798,PR28,THOCHA67B24FI71,CL72,353.0,2023-12-22
