ID Sale,ID Product,Seller Code,ID Client,Quantity Sold,Sale Date
FT434,PR77,CARLYL79J21BE68,CL48,463,11/04/2022
FT435,PR98,ADATUR72L19SMR87,CL42,232,05/11/2022
FT436,PR15,WHIALE98A07AUT34,CL9,68,07/12/2023
FT437,PR90,CLAJAC53H29GRC11,CL35,185,25/12/2020
FT438,PR26,WHIALE98A07AUT34,CL9,471,03/04/2023
FT439,PR44,ROBETH58D15RO95,CL40,255,07/02/2022
FT440,PR27,HALSEB55A17MK40,CL48,363,02/09/2023
FT441,PR27,JACRUB54F17HR49,CL48,233,11/05/2020
FT442,PR57,HALEMI93K09MKD67,CL48,20,26/07/2021
FT443,PR98,MILNEL70D22SVN24,CL48,224,19/01/2022
FT444,PR48,WILELL96B24LT32,CL9,37,28/03/2023
FT445,PR61,TAYRIL89I19PL87,CL48,218,31/07/2023
FT446,PR13,TAYLIL72H05BIH75,CL89,402,12/08/2022
FT447,PR61,CLAJAC53H29GRC11,CL40,256,29/05/2020
FT448,PR75,RODCAR52E09XKX19,CL51,490,24/02/2023
FT449,PR61,BROAVA85D03SMR53,CL40,342,27/12/2022
FT450,PR44,PERALE73H21ESP75,CL12,432,09/12/2023
FT451,PR70,LOPNOV81D15SMR67,CL1,40,15/01/2020
FT452,PR53,EDWBEN73L13HR19,CL51,439,13/06/2021
FT453,PR98,RODROB89H05HU11,CL42,479,31/07/2021
FT454,PR98,NELMIT90B19ITA40,CL40,209,09/02/2022
FT455,PR15,JACRUB54F17HR49,CL51,243,21/05/2023
FT456,PR90,HALSEB55A17MK40,CL1,279,15/08/2022
FT457,PR26,JACRUB54F17HR49,CL12,117,17/12/2022
FT458,PR96,CARLYL79J21BE68,CL9,164,20/01/2023
FT459,PR96,ADATUR72L19SMR87,CL35,200,16/12/2020
FT460,PR48,LOPLIA66E01CY31,CL40,245,22/07/2023
FT461,PR48,NELLOG64G20POL27,CL7,154,10/10/2021
FT462,PR61,JACSOP76L31CY56,CL42,112,06/08/2022
FT463,PR96,JACRUB54F17HR49,CL35,160,02/04/2022
FT464,PR24,WILSOF94D07MDA10,CL48,66,15/05/2021
FT465,PR15,WALGRE86J11IRL41,CL9,405,23/09/2020
FT466,PR60,BAKCAM50E25HR79,CL48,194,19/10/2020
FT467,PR48,MARISA63G25TUR81,CL35,94,09/09/2020
FT468,PR1,YOUADA57C25FI93,CL42,182,21/05/2021
FT469,PR48,HARSTE65G08NO49,CL51,480,15/12/2020
FT470,PR1,PERALE73H21ESP75,CL42,381,12/08/2021
FT471,PR3,JONWIL64C07MCO49,CL89,216,27/10/2021
FT472,PR13,PERMAD88A03ES82,CL12,298,04/06/2021
FT473,PR83,HARSTE65G08NO49,CL89,411,18/12/2023
FT474,PR26,JACRUB54F17HR49,CL7,17,17/03/2021
FT475,PR53,CARLYL79J21BE68,CL51,429,24/02/2023
FT476,PR44,CARLYL79J21BE68,CL12,403,17/03/2023
FT477,PR63,MARISA63G25TUR81,CL12,401,18/04/2023
FT478,PR98,EDWBEN73L13HR19,CL12,496,30/01/2022
FT479,PR70,JACSOP76L31CY56,CL9,244,22/11/2023
FT480,PR77,HALEMI93K09MKD67,CL1,412,07/02/2022
FT481,PR60,CARLYL79J21BE68,CL42,229,02/05/2022
FT482,PR44,HALSEB55A17MK40,CL9,293,11/01/2020
FT483,PR1,JACAAL91C22XKX91,CL7,401,03/08/2020
FT484,PR75,EDWBEN73L13HR19,CL48,273,30/12/2022
FT485,PR26,SCOSTE72I19BLR80,CL89,248,10/03/2023
FT486,PR27,LOPNOV81D15SMR67,CL40,425,07/11/2022
FT487,PR75,HALEMI93K09MKD67,CL51,269,21/12/2021
FT488,PR77,NELMIT90B19ITA40,CL48,27,16/08/2023
FT489,PR48,NELMIT90B19ITA40,CL40,46,21/04/2020
FT490,PR13,LOPNOV81D15SMR67,CL9,407,07/02/2023
FT491,PR48,WILCHI60G23FIN11,CL40,66,19/01/2020
FT492,PR50,NELMIT90B19ITA40,CL51,452,08/07/2023
FT493,PR60,ADAEMI84G25ESP61,CL9,35,16/06/2020
FT494,PR24,WILELL96B24LT32,CL7,145,01/06/2020
FT495,PR53,NELMIT90B19ITA40,CL35,471,10/11/2021
FT496,PR53,RODCAR52E09XKX19,CL1,278,21/11/2021
FT497,PR26,CAMARI52J02MC30,CL35,176,02/07/2022
FT498,PR66,BRODAN85A28NO12,CL40,418,07/06/2022
FT499,PR39,TUREVE86K10LUX14,CL9,431,11/07/2023
FT500,PR53,THOMIT00J09DE78,CL1,171,16/03/2020
FT501,PR44,PERMAD88A03ES82,CL40,206,21/03/2023
FT502,PR90,YOUMIT51I14VA25,CL9,325,16/10/2020
FT503,PR24,JACAAL91C22XKX91,CL9,202,12/08/2021
FT504,PR24,ROBSTE54C09IE43,CL89,36,27/04/2021
FT505,PR27,CARLYL79J21BE68,CL7,396,10/03/2021
FT506,PR53,PARVIC92A03DK12,CL1,,
FT507,PR66,LOPNOV81D15SMR67,CL48,184,13/03/2021
FT508,PR90,EDWBEN73L13HR19,CL40,282,18/08/2022
FT509,PR57,LOPNOV81D15SMR67,CL7,336,22/06/2023
FT510,PR83,PARVIC92A03DK12,CL42,433,03/10/2021
FT511,PR60,BAKCAM50E25HR79,CL51,413,30/09/2022
FT512,PR1,CLAJAC53H29GRC11,CL48,456,04/02/2023
FT513,PR24,ROBTUR76J13RUS36,CL48,224,07/08/2023
FT514,PR66,ROBSTE54C09IE43,CL7,248,29/04/2022
FT515,PR1,PARVIC92A03DK12,CL89,82,16/12/2020
FT516,PR13,CAMARI52J02MC30,CL51,164,13/06/2021
FT517,PR77,PERALE73H21ESP75,CL42,158,17/07/2020
FT518,PR75,NELMIT90B19ITA40,CL40,226,13/07/2022
FT519,PR39,BRODAN85A28NO12,CL9,72,11/11/2021
FT520,PR90,RODROB89H05HU11,CL12,271,02/11/2020
FT521,PR70,TURCAM83G05IE15,CL1,460,16/03/2020
FT522,PR60,CARLYL79J21BE68,CL1,493,06/01/2021
FT523,PR77,NELMIT90B19ITA40,CL42,315,06/09/2022
FT524,PR63,LOPNOV81D15SMR67,CL9,327,16/03/2020
FT525,PR53,YOUMIT51I14VA25,CL40,415,15/03/2022
FT526,PR96,JACRUB54F17HR49,CL40,473,12/02/2023
FT527,PR53,LOPNOV81D15SMR67,CL89,417,23/09/2020
FT528,PR83,JACAAL91C22XKX91,CL7,382,18/06/2022
FT529,PR58,WILSOF94D07MDA10,CL48,160,24/12/2022
FT530,PR44,TUREVE86K10LUX14,CL89,150,
FT531,PR1,YOUMIT51I14VA25,CL51,341,18/12/2020
FT532,PR60,TAYRIL89I19PL87,CL40,416,03/04/2021
FT533,PR50,ADAEMI84G25ESP61,CL7,10,28/07/2022
FT534,PR60,THONEL69A01XK35,CL40,90,24/01/2022
FT535,PR13,BROAVA85D03SMR53,CL42,62,02/11/2023
FT536,PR98,HALEMI93K09MKD67,CL40,409,05/03/2021
FT537,PR96,THONEL69A01XK35,CL48,491,06/11/2021
FT538,PR75,HALEMI93K09MKD67,CL7,283,24/09/2022
FT539,PR27,BAKAND99L26AT79,CL48,23,27/12/2022
FT540,PR83,TURCAM83G05IE15,CL1,367,12/06/2020
FT541,PR83,NELCAD00L30GRC53,CL9,499,09/09/2020
FT542,PR48,BAKCAM50E25HR79,CL89,243,06/05/2020
FT543,PR98,BROAVA85D03SMR53,CL40,53,15/04/2022
FT544,PR66,BAKCAM50E25HR79,CL48,360,06/08/2023
FT545,PR27,ROBETH58D15RO95,CL89,171,09/02/2023
FT546,PR77,BROAVA85D03SMR53,CL89,272,07/05/2022
FT547,PR98,HALSEB55A17MK40,CL9,230,02/07/2020
FT548,PR39,WILSOF94D07MDA10,CL42,56,10/10/2022
FT549,PR77,LOPNOV81D15SMR67,CL42,472,31/03/2021
FT550,PR96,PARVIC92A03DK12,CL48,142,22/05/2023
FT551,PR24,PARVIC92A03DK12,CL51,61,30/10/2021
FT552,PR53,JACRUB54F17HR49,CL48,341,19/11/2021
FT553,PR53,HALEMI93K09MKD67,CL40,327,22/04/2021
FT554,PR66,BAKAND99L26AT79,CL89,223,12/05/2022
FT555,PR57,PARVIC92A03DK12,CL42,223,29/07/2020
FT556,PR96,HARSTE65G08NO49,CL51,357,27/04/2021
FT557,PR24,SCOSTE72I19BLR80,CL1,426,03/04/2021
FT558,PR44,CAMARI52J02MC30,CL42,297,09/05/2021
FT559,PR70,WALGRE86J11IRL41,CL89,339,14/07/2021
FT560,PR57,JACSOP76L31CY56,CL89,108,18/04/2021
FT561,PR58,NELMIT90B19ITA40,CL7,489,09/09/2023
FT562,PR44,ROBTUR76J13RUS36,CL12,390,29/09/2022
FT563,PR1,NELCAD00L30GRC53,CL89,40,30/05/2021
FT564,PR3,TAYLIL72H05BIH75,CL12,494,16/08/2021
FT565,PR66,CAMARI52J02MC30,CL1,74,25/04/2023
FT566,PR58,HALSEB55A17MK40,CL42,150,30/09/2020
FT567,PR13,TAYRIL89I19PL87,CL89,315,06/02/2020
FT568,PR3,RODROB89H05HU11,CL40,414,11/03/2022
FT569,PR48,GREELI55J27AND26,CL51,76,10/07/2020
FT570,PR98,NELCAD00L30GRC53,CL48,72,24/06/2022
FT571,PR15,ROBTUR76J13RUS36,CL9,241,26/05/2023
FT572,PR53,BAKCAM50E25HR79,CL12,298,01/07/2023
FT573,PR75,NELLOG64G20POL27,CL1,286,06/10/2021
FT574,PR63,YOUADA57C25FI93,CL7,479,01/02/2020
FT575,PR48,HALSEB55A17MK40,CL51,106,02/07/2021
FT576,PR90,WILSOF94D07MDA10,CL1,494,04/10/2020
FT577,PR24,LOPNOV81D15SMR67,CL9,478,22/02/2022
FT578,PR53,PERMAD88A03ES82,CL9,428,20/07/2021
FT579,PR26,CLAJAC53H29GRC11,CL48,233,08/04/2023
FT580,PR77,SCOSTE72I19BLR80,CL35,76,21/11/2020
FT581,PR53,JACRUB54F17HR49,CL89,424,05/02/2022
FT582,PR70,BAKAND99L26AT79,CL35,66,27/05/2023
FT583,PR27,WILCHI60G23FIN11,CL51,41,15/11/2021
FT584,PR77,NELMIT90B19ITA40,CL42,260,06/02/2023
FT585,PR77,HALSEB55A17MK40,CL51,407,26/12/2020
FT586,PR15,THOMIT00J09DE78,CL40,478,21/01/2023
FT587,PR57,CAMARI52J02MC30,CL42,332,23/04/2021
FT588,PR66,BRODAN85A28NO12,CL1,445,16/08/2020
FT589,PR96,NELCAD00L30GRC53,CL42,164,12/05/2023
FT590,PR1,RODCAR52E09XKX19,CL7,331,23/05/2022
FT591,PR27,PERALE73H21ESP75,CL35,230,15/03/2023
FT592,PR61,CAMARI52J02MC30,CL89,129,11/12/2020
FT593,PR98,HARSTE65G08NO49,CL35,49,07/06/2022
FT594,PR70,ADATUR72L19SMR87,CL7,53,04/04/2023
FT595,PR24,ROBSTE54C09IE43,CL35,392,08/02/2023
FT596,PR57,CLAJAC53H29GRC11,CL12,426,14/12/2023
FT597,PR50,NELCAD00L30GRC53,CL51,140,10/02/2023
FT598,PR57,PERALE73H21ESP75,CL51,301,21/12/2023
FT599,PR24,JACRUB54F17HR49,CL48,442,15/11/2021
FT600,PR57,ADAEMI84G25ESP61,CL12,88,17/08/2021
FT601,PR66,LOPNOV81D15SMR67,CL89,128,15/12/2020
FT602,PR77,BAKCAM50E25HR79,CL40,171,24/02/2021
FT603,PR58,PARAUR67D26IT98,CL51,106,25/11/2020
FT604,PR60,CARLYL79J21BE68,CL89,400,20/02/2022
FT605,PR98,JONWIL64C07MCO49,CL48,15,13/08/2021
FT606,PR53,ROBSTE54C09IE43,CL35,187,02/08/2020
FT607,PR48,HALEMI93K09MKD67,CL1,84,15/08/2022
FT608,PR27,PARVIC92A03DK12,CL51,143,01/10/2021
FT609,PR57,WILSOF94D07MDA10,CL35,489,17/01/2020
FT610,PR61,JONWIL64C07MCO49,CL40,386,26/03/2023
FT611,PR53,WILELL96B24LT32,CL12,330,08/10/2021
FT612,PR63,NELMIT90B19ITA40,CL42,427,03/06/2021
FT613,PR63,CAMARI52J02MC30,CL40,311,16/12/2023
FT614,PR63,YOUMIT51I14VA25,CL48,124,15/08/2021
FT615,PR83,NELMIT90B19ITA40,CL48,240,16/04/2023
FT616,PR60,SCOSTE72I19BLR80,CL51,330,15/10/2021
FT617,PR96,BROAVA85D03SMR53,CL35,446,03/07/2021
FT618,PR27,NELCAD00L30GRC53,CL35,14,22/03/2023
FT619,PR63,JONWIL64C07MCO49,CL51,470,20/08/2023
FT620,PR60,CARLYL79J21BE68,CL9,492,27/09/2023
FT621,PR57,TAYLIL72H05BIH75,CL9,436,21/08/2022
FT622,PR58,LOPCAD56E15TR68,CL48,139,06/04/2021
FT623,PR3,CAMARI52J02MC30,CL35,149,03/01/2023
FT624,PR60,BROAVA85D03SMR53,CL12,158,01/03/2021
FT625,PR53,RODROB89H05HU11,CL48,239,23/06/2023
FT626,PR50,ROBSTE54C09IE43,CL89,165,05/07/2020
FT627,PR60,CARLYL79J21BE68,CL7,460,16/02/2023
FT628,PR75,NELCAD00L30GRC53,CL40,270,16/05/2022
FT629,PR58,JACAAL91C22XKX91,CL51,207,29/12/2021
FT630,PR13,BAKCAM50E25HR79,CL12,418,04/02/2020
FT631,PR96,PERMAD88A03ES82,CL35,38,21/01/2021
FT632,PR53,MILNEL70D22SVN24,CL7,158,12/12/2022
FT633,PR98,ROBETH58D15RO95,CL12,420,06/12/2023
FT634,PR3,JACAAL91C22XKX91,CL40,439,18/11/2020
FT635,PR70,BAKAND99L26AT79,CL48,493,12/09/2023
FT636,PR27,ADAEMI84G25ESP61,CL40,74,16/03/2020
FT637,PR53,NELMIT90B19ITA40,CL51,426,17/10/2020
FT638,PR60,JACAAL91C22XKX91,CL51,375,18/04/2020
FT639,PR63,ADAEMI84G25ESP61,CL40,224,19/10/2022
FT640,PR66,THOMIT00J09DE78,CL89,487,13/04/2023
FT641,PR3,BRODAN85A28NO12,CL51,261,13/04/2023
FT642,PR70,MARISA63G25TUR81,CL51,270,10/01/2023
FT643,PR75,ROBTUR76J13RUS36,CL35,496,02/02/2020
FT644,PR57,NELCAD00L30GRC53,CL40,153,23/09/2021
FT645,PR58,RODROB89H05HU11,CL1,35,06/12/2021
FT646,PR77,LOPNOV81D15SMR67,CL9,467,11/03/2022
FT647,PR53,TURCAM83G05IE15,CL48,409,
FT648,PR26,HARSTE65G08NO49,CL48,452,12/04/2020
FT649,PR60,WILSOF94D07MDA10,CL35,366,24/02/2022
FT650,PR75,PERMAD88A03ES82,CL1,281,05/03/2023
FT651,PR3,TAYRIL89I19PL87,CL9,426,19/03/2021
FT652,PR98,RODROB89H05HU11,CL35,297,19/07/2023
FT653,PR98,WILCHI60G23FIN11,CL89,407,28/05/2023
FT654,PR90,TUREVE86K10LUX14,CL48,301,30/01/2021
FT655,PR39,TURCAM83G05IE15,CL12,402,08/02/2021
FT656,PR50,ROBTUR76J13RUS36,CL12,122,13/06/2020
FT657,PR53,RODROB89H05HU11,CL1,245,21/12/2023
FT658,PR60,TUREVE86K10LUX14,CL9,149,12/09/2020
FT659,PR61,THONEL69A01XK35,CL42,359,10/07/2023
FT660,PR58,CLAJAC53H29GRC11,CL9,496,05/09/2023
FT661,PR50,CAMARI52J02MC30,CL48,163,17/06/2023
FT662,PR70,WILELL96B24LT32,CL42,86,06/04/2022
FT663,PR77,YOUMIT51I14VA25,CL42,482,08/02/2023
FT664,PR44,BAKCAM50E25HR79,CL42,353,04/07/2021
FT665,PR66,EDWBEN73L13HR19,CL51,127,06/10/2021
FT666,PR70,TAYLIL72H05BIH75,CL89,187,19/03/2022
FT667,PR50,PARVIC92A03DK12,CL89,157,04/07/2022
FT668,PR26,ROBTUR76J13RUS36,CL9,68,25/02/2020
FT669,PR44,TAYLIL72H05BIH75,CL51,482,29/04/2022
FT670,PR3,HALEMI93K09MKD67,CL7,418,30/04/2023
FT671,PR83,LOPLIA66E01CY31,CL51,241,23/12/2023
FT672,PR58,GREELI55J27AND26,CL42,324,20/07/2020
FT673,PR39,ADAEMI84G25ESP61,CL35,390,30/07/2020
FT674,PR57,JONWIL64C07MCO49,CL48,300,18/06/2021
FT675,PR1,MILNEL70D22SVN24,CL12,325,
FT676,PR3,RODCAR52E09XKX19,CL12,245,14/08/2020
FT677,PR70,NELCAD00L30GRC53,CL51,478,16/01/2021
FT678,PR60,NELMIT90B19ITA40,CL48,119,27/07/2022
FT679,PR26,HARSTE65G08NO49,CL1,60,22/07/2020
FT680,PR53,LOPCAD56E15TR68,CL35,355,16/09/2020
FT681,PR58,BAKCAM50E25HR79,CL9,14,03/12/2023
FT682,PR57,LOPNOV81D15SMR67,CL51,23,05/06/2020
FT683,PR98,CLAJAC53H29GRC11,CL51,444,26/12/2020
FT684,PR63,ROBTUR76J13RUS36,CL48,34,18/02/2020
FT685,PR98,LOPCAD56E15TR68,CL40,445,08/04/2022
FT686,PR75,ADAEMI84G25ESP61,CL42,338,08/10/2020
FT687,PR48,NELMIT90B19ITA40,CL12,315,03/11/2023
FT688,PR77,ROBTUR76J13RUS36,CL40,431,04/04/2021
FT689,PR27,THONEL69A01XK35,CL48,417,08/09/2022
FT690,PR70,JACSOP76L31CY56,CL35,326,20/11/2023
FT691,PR58,LOPLIA66E01CY31,CL12,476,09/07/2023
FT692,PR53,THONEL69A01XK35,CL9,413,17/01/2023
FT693,PR27,GREELI55J27AND26,CL40,210,01/05/2021
FT694,PR13,LOPCAD56E15TR68,CL1,483,19/09/2023
FT695,PR27,TUREVE86K10LUX14,CL40,259,07/02/2021
FT696,PR58,JONWIL64C07MCO49,CL1,163,27/07/2021
FT697,PR61,ROBTUR76J13RUS36,CL40,175,23/09/2021
FT698,PR60,LOPNOV81D15SMR67,CL12,130,21/09/2020
FT699,PR27,NELCAD00L30GRC53,CL42,158,04/05/2020
FT700,PR63,LOPNOV81D15SMR67,CL12,355,19/05/2023
FT701,PR90,CARLYL79J21BE68,CL12,212,15/02/2023
FT702,PR48,PERALE73H21ESP75,CL1,463,23/01/2020
FT703,PR66,ADAEMI84G25ESP61,CL40,244,28/08/2022
FT704,PR27,RODROB89H05HU11,CL35,337,03/02/2021
FT705,PR48,WALGRE86J11IRL41,CL89,104,22/10/2023
FT706,PR61,WALGRE86J11IRL41,CL42,99,19/04/2021
FT707,PR24,ROBTUR76J13RUS36,CL9,115,18/11/2022
FT708,PR53,RODROB89H05HU11,CL12,222,21/10/2023
FT709,PR98,HARSTE65G08NO49,CL89,307,17/02/2020
FT710,PR15,MARISA63G25TUR81,CL7,292,10/11/2021
FT711,PR98,YOUMIT51I14VA25,CL48,262,19/11/2020
FT712,PR98,THONEL69A01XK35,CL7,205,26/04/2021
FT713,PR15,PARVIC92A03DK12,CL12,401,15/07/2021
FT714,PR70,YOUADA57C25FI93,CL35,107,05/11/2020
FT715,PR27,ROBTUR76J13RUS36,CL40,445,19/01/2023
FT716,PR63,JACAAL91C22XKX91,CL12,154,18/05/2022
FT717,PR98,NELLOG64G20POL27,CL51,51,23/08/2021
FT718,PR39,ADAEMI84G25ESP61,CL35,169,08/05/2022
FT719,PR53,NELCAD00L30GRC53,CL9,495,07/04/2022
FT720,PR57,PARVIC92A03DK12,CL51,305,16/01/2023
FT721,PR48,ANDLOG95E10LT17,CL51,186,18/09/2022
FT722,PR48,JONWIL64C07MCO49,CL89,180,22/10/2022
FT723,PR58,JONWIL64C07MCO49,CL9,276,24/07/2022
FT724,PR58,CAMARI52J02MC30,CL51,150,18/12/2020
FT725,PR15,MARISA63G25TUR81,CL35,248,09/12/2020
FT726,PR48,JACRUB54F17HR49,CL40,332,05/09/2022
FT727,PR53,ROBSTE54C09IE43,CL51,419,24/06/2022
FT728,PR66,NELCAD00L30GRC53,CL35,142,22/02/2021
FT729,PR66,PERALE73H21ESP75,CL48,386,05/02/2020
FT730,PR90,CLAJAC53H29GRC11,CL40,268,10/07/2023
FT731,PR58,ADAEMI84G25ESP61,CL12,223,30/10/2021
FT732,PR77,LOPLIA66E01CY31,CL42,264,24/02/2022
FT733,PR24,BAKAND99L26AT79,CL89,339,03/11/2023
